"","Pick","Team","Player","Years","GamesPlayed","FGPercent","ThreePointPercent","FreeThrowPercent","MPG","PTS","TRB","AST","WS","WS/48","BPM","VORP","NBAID","STL","BLK","TOV","MaxGames","AvailabilityScore","Position","PerformanceScore"
"269",4,"MEM","Drew Gooden",14,790,0.462,0.257,0.76,25.5,11,7.1,1.1,43.9,0.105,"-1.2",4.3,2400,0.689,0.6,1.466,1148,0.68815331010453,"F",3.45839076262527
"270",5,"DEN","Nikoloz Tskitishvili",4,172,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,"-6.1",-2,2401,0.267,0.291,0.733,328,0.524390243902439,"F",1.03923597958394
"271",6,"CLE","Dajuan Wagner",4,103,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0,"-4.9",-1.6,2402,0.67,0.136,1.32,328,0.314024390243902,"G",4.08907373934206
"272",7,"NYK","Nene",17,965,0.548,0.132,0.66,26.2,11.3,6,1.8,73.3,0.139,"1",18.8,2403,1.079,0.747,1.749,1394,0.692252510760402,"G",5.611927286274
"273",8,"LAC","Chris Wilcox",11,628,0.541,0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,"-1.6",1.2,2404,0.513,0.392,1.123,902,0.696230598669623,"F",2.50165014001014
"274",9,"PHO","Amar'e Stoudemire",14,846,0.537,0.236,0.761,31,18.9,7.8,1.2,92.5,0.169,"1.3",21.9,2405,0.752,1.246,2.309,1148,0.736933797909408,"F",5.50096593028984
"275",10,"MIA","Caron Butler",14,881,0.434,0.348,0.847,32.2,14.1,5,2.3,50.9,0.086,"-0.2",12.6,2406,1.32,0.245,1.809,1148,0.767421602787456,"F",4.50978844802911
"276",11,"WAS","Jared Jeffries",11,629,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,"-2.4",-1.5,2407,0.692,0.514,1.072,902,0.697339246119734,"F",1.8661865464384
"277",12,"LAC","Melvin Ely",9,375,0.46,0,0.625,16,5.3,3.2,0.7,4,0.032,"-4",-3.1,2408,0.264,0.557,1.045,738,0.508130081300813,"C",1.37189054597051
"278",13,"MIL","Marcus Haislip",4,89,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,"-4.7",-0.6,2409,0.169,0.382,0.438,328,0.271341463414634,"F",1.01143613777032
"279",14,"IND","Fred Jones",7,430,0.411,0.353,0.809,24,7.5,2.2,2.3,16.5,0.077,"-1",2.6,2410,0.781,0.267,1.188,574,0.749128919860627,"G",3.63861165670021
"280",15,"HOU","Bostjan Nachbar",6,317,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,"-1.6",0.6,2411,0.426,0.265,0.883,492,0.644308943089431,"F",2.18640016901324
"281",16,"PHI","Jiri Welsch",4,247,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,"-1.9",0.1,2412,0.757,0.061,1.061,328,0.753048780487805,"F",2.11983489361292
"282",17,"WAS","Juan Dixon",7,436,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,"-2.1",-0.3,2413,0.782,0.078,1.266,574,0.759581881533101,"G",3.7970483935255
"283",19,"UTA","Ryan Humphrey",3,85,0.344,0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,"-8.1",-1.2,2415,0.235,0.224,0.565,246,0.345528455284553,"F",0.725610507767768
"284",20,"TOR","Kareem Rush",7,346,0.4,0.358,0.703,17.2,6.4,1.7,1,1.7,0.013,"-3.2",-1.8,2416,0.434,0.214,0.861,574,0.602787456445993,"G",2.88123708883979
"285",21,"POR","Qyntel Woods",4,167,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,"-2.7",-0.4,2417,0.425,0.168,0.826,328,0.509146341463415,"F",1.29678272778365
"286",22,"PHO","Casey Jacobsen",4,287,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,"-2.2",-0.3,2418,0.422,0.084,0.732,328,0.875,"G",2.4705561671959
"287",23,"DET","Tayshaun Prince",14,1017,0.455,0.367,0.756,31,11.1,4.3,2.4,63.1,0.096,"0.3",18,2419,0.561,0.492,1.046,1148,0.88588850174216,"F",3.88933620731403
"288",24,"NJN","Nenad Krstic",7,419,0.494,0.143,0.73,25.2,10,5.4,0.8,21.5,0.098,"-2.6",-1.5,2420,0.387,0.683,1.186,574,0.729965156794425,"C",2.39374368925502
"289",25,"DEN","Frank Williams",3,86,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,"-3.2",-0.3,2421,0.395,0.128,0.965,246,0.349593495934959,"G",1.62673333920582
"290",26,"SAS","John Salmons",13,895,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,"-0.9",6.7,2422,0.845,0.267,1.324,1066,0.839587242026266,"F",3.30242402669839
"291",28,"SAC","Dan Dickau",6,300,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,"-1.5",0.6,2424,0.547,0.037,1.08,492,0.609756097560976,"G",2.88322473835632
"292",31,"CHI","Roger Mason",10,518,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13,0.068,"-1.4",1.4,NA,0.365,0.145,0.714,820,0.631707317073171,"G",2.8970264029935
"293",34,"MIL","Dan Gadzuric",10,527,0.5,0,0.498,14.8,4.7,4.4,0.4,15.8,0.097,"-2.3",-0.7,2429,0.459,0.85,0.677,820,0.642682926829268,"C",1.38984336549484
"294",35,"CLE","Carlos Boozer",13,861,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,"1.4",23.1,2430,0.889,0.402,2.118,1066,0.807692307692308,"F",5.23369350736229
"295",42,"MIL","Ronald Murray",8,487,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037,"-2.2",-0.5,NA,0.83,0.205,1.524,656,0.742378048780488,"C",2.47602589984541
"296",44,"CHI","Lonny Baxter",4,162,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,"-4.6",-1.2,2437,0.228,0.364,0.667,328,0.49390243902439,"F",1.16398952389337
"297",46,"MEM","Matt Barnes",14,929,0.436,0.335,0.745,23.6,8.2,4.6,1.8,42.8,0.093,"-0.1",10.7,2440,0.769,0.478,1.262,1148,0.809233449477352,"F",2.91282817555526
"298",47,"UTA","Jamal Sampson",5,72,0.491,0,0.537,8.8,2,3.4,0.4,1.4,0.106,"-2.3",-0.1,2441,0.125,0.444,0.458,410,0.175609756097561,"F",0.830776100576763
"299",50,"BOS","Darius Songaila",8,495,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083,"-2.1",-0.2,2443,0.655,0.214,0.982,656,0.754573170731707,"F",2.28186309099988
"300",53,"MIA","Rasual Butler",13,809,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,0.058,"-1.4",2.6,2446,0.356,0.504,0.653,1066,0.75891181988743,"F",2.29383546142091
"301",54,"NJN","Tamar Slay",3,66,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029,"-5.7",-0.5,2447,0.394,0.061,0.591,246,0.268292682926829,"G",1.2703996573538
"302",56,"SAS","Luis Scola",10,743,0.493,0.339,0.74,25.6,12,6.7,1.6,45.7,0.115,"-0.7",6.4,2449,0.638,0.301,1.509,820,0.90609756097561,"F",3.84778378392213
"303",1,"CLE","LeBron James",22,1562,0.506,0.349,0.737,37.8,27,7.5,7.4,271.4,0.221,"8.5",156.6,2544,1.523,0.748,3.559,1804,0.865853658536585,"F",9.78568336579275
"304",2,"DET","Darko Milicic",10,468,0.46,0,0.574,18.5,6,4.2,0.9,7.1,0.04,"-2.4",-0.9,2545,0.44,1.31,1.224,820,0.570731707317073,"C",1.71360855313076
"305",3,"DEN","Carmelo Anthony",19,1260,0.447,0.355,0.814,34.5,22.5,6.2,2.7,108.5,0.12,"1.3",36.7,2546,0.971,0.511,2.422,1558,0.808729139922978,"F",6.80717650563844
"306",4,"TOR","Chris Bosh",13,893,0.494,0.335,0.799,35.8,19.2,8.5,2,106,0.159,"1.9",31.1,2547,0.817,1.044,2.024,1066,0.837711069418386,"F",5.93605195734538
"307",5,"MIA","Dwyane Wade",16,1054,0.48,0.293,0.765,33.9,22,4.7,5.4,120.7,0.162,"5",62.8,2548,1.537,0.84,3.156,1312,0.803353658536585,"G",10.0139717748128
"308",6,"LAC","Chris Kaman",13,735,0.489,0.042,0.743,26.7,11.2,7.6,1.3,24.6,0.06,"-1.9",0.4,2549,0.438,1.267,2.101,1066,0.689493433395872,"C",2.92911552405294
"309",7,"CHI","Kirk Hinrich",13,879,0.411,0.375,0.8,30.7,10.9,2.9,4.8,52.5,0.093,"0",13.3,2550,1.106,0.276,1.84,1066,0.824577861163227,"G",5.48614736292025
"310",8,"MIL","T.J. Ford",8,429,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,"-0.4",4.6,2551,1.156,0.128,2.441,656,0.653963414634146,"G",5.79102864402521
"311",9,"NYK","Mike Sweetney",4,233,0.485,0,0.689,15.5,6.5,4.5,0.6,7.8,0.103,"-2.7",-0.6,NA,0.313,0.459,1.189,328,0.710365853658537,"Unknown",NA
"312",10,"WAS","Jarvis Hayes",7,427,0.415,0.356,0.798,23.2,8.3,3.1,1.1,10.2,0.049,"-2.5",-1.3,2553,0.731,0.131,0.876,574,0.74390243902439,"F",2.57341909464117
"313",11,"GSW","Mickael Pietrus",10,557,0.425,0.355,0.665,21.5,8.3,3.1,0.8,19.7,0.079,"-0.9",3.2,2554,0.666,0.413,1.034,820,0.679268292682927,"F",2.47513828113654
"314",12,"SEA","Nick Collison",14,910,0.534,0.208,0.723,20.4,5.9,5.2,1,44.5,0.115,"-1.3",3.1,2555,0.49,0.515,0.965,1148,0.792682926829268,"F",2.09137420135054
"315",13,"MEM","Marcus Banks",8,348,0.432,0.327,0.768,16,5.9,1.5,2.1,6.6,0.057,"-2",-0.1,2556,0.764,0.164,1.253,656,0.530487804878049,"G",2.87998874850897
"316",14,"SEA","Luke Ridnour",12,830,0.431,0.349,0.862,26.1,9.3,2.3,4.5,36,0.08,"-0.6",7.5,2557,0.981,0.194,1.625,984,0.84349593495935,"G",4.73086635037369
"317",15,"ORL","Reece Gaines",3,71,0.324,0.269,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,"-6.1",-0.6,2558,0.239,0.042,0.366,246,0.288617886178862,"G",0.908609410061383
"318",17,"PHO","Zarko Cabarkapa",3,150,0.427,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,"-3.9",-0.7,2560,0.22,0.167,0.793,246,0.609756097560976,"F",1.34290087642811
"319",18,"NOH","David West",15,1034,0.495,0.265,0.817,28.2,13.6,6.4,2.2,85.8,0.141,"1.7",27.6,2561,0.739,0.822,1.605,1230,0.840650406504065,"F",4.52429345447506
"320",19,"UTA","Sasha Pavlovic",10,567,0.404,0.346,0.673,15.7,4.9,1.8,0.9,7,0.038,"-3.4",-3.1,2562,0.48,0.173,0.811,820,0.691463414634146,"G",2.33039543299911
"321",20,"BOS","Dahntay Jones",13,624,0.439,0.329,0.751,15.7,5.4,1.7,0.8,9.9,0.048,"-3.7",-4.1,2563,0.418,0.231,0.812,1066,0.585365853658537,"G",2.47846278357228
"322",21,"ATL","Boris Diaw",14,1064,0.493,0.336,0.717,27,8.6,4.4,3.5,51.6,0.086,"0.1",15.5,2564,0.609,0.479,1.783,1148,0.926829268292683,"C",2.98011574448949
"323",22,"NJN","Zoran Planinic",3,148,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,"-3.5",-0.6,2565,0.392,0.047,0.811,246,0.601626016260163,"G",1.8599609362127
"324",23,"POR","Travis Outlaw",11,622,0.423,0.337,0.744,20.9,8.5,3.2,0.8,16.5,0.061,"-1.4",2.1,2566,0.532,0.613,0.823,902,0.689578713968958,"F",2.57842963813403
"325",24,"LAL","Brian Cook",9,421,0.439,0.382,0.783,13.4,5.5,2.6,0.6,10.2,0.086,"-1.6",0.5,2567,0.321,0.318,0.599,738,0.570460704607046,"C",1.35312146293791
"326",25,"DET","Carlos Delfino",8,507,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.093,"0.5",7.2,2568,0.909,0.174,1.004,656,0.772865853658537,"G",3.97544498713958
"327",27,"MEM","Kendrick Perkins",14,782,0.53,0,0.594,21.9,5.4,5.8,1,27.9,0.078,"-1.9",0.6,2570,0.336,1.155,1.577,1148,0.681184668989547,"C",1.77589281613864
"328",28,"SAS","Leandro Barbosa",14,850,0.459,0.387,0.821,21.6,10.6,2,2.1,37.4,0.098,"-0.2",8.6,2571,0.815,0.142,1.248,1148,0.740418118466899,"G",4.6836201957648
"329",29,"DAL","Josh Howard",10,507,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38,0.119,"0.6",10,2572,1.045,0.544,1.426,820,0.618292682926829,"F",4.3982202503798
"330",30,"NYK","Maciej Lampe",3,64,0.407,0.25,0.676,9.9,3.4,2.2,0.3,-0.2,-0.014,"-7",-0.8,2573,0.125,0.156,0.547,246,0.260162601626016,"F",1.02584792372729
"331",31,"CLE","Jason Kapono",9,509,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,"-2.6",-1.3,2574,0.354,0.049,0.642,738,0.68970189701897,"F",1.99618617901678
"332",32,"LAL","Luke Walton",10,564,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,"-1",2.5,2575,0.555,0.181,1.059,820,0.68780487804878,"F",2.12974868776193
"333",38,"WAS","Steve Blake",13,870,0.401,0.383,0.779,23.9,6.5,2.1,4,29.1,0.067,"-1.2",4.2,2581,0.675,0.072,1.405,1066,0.816135084427767,"G",3.55471134872402
"334",41,"SEA","Willie Green",12,731,0.425,0.346,0.765,20.2,8.3,1.8,1.4,12.9,0.042,"-2.7",-2.7,2584,0.538,0.148,0.964,984,0.742886178861789,"G",3.66522666489563
"335",42,"ORL","Zaza Pachulia",16,1098,0.469,0,0.751,20.3,6.8,5.8,1.3,52.7,0.114,"-1.5",2.9,2585,0.699,0.344,1.315,1312,0.836890243902439,"C",2.07050327841154
"336",43,"MIL","Keith Bogans",11,671,0.394,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068,"-1.5",1.9,2586,0.639,0.101,0.855,902,0.74390243902439,"G",3.06951262640017
"337",45,"CHI","Matt Bonner",12,792,0.464,0.414,0.78,16.9,5.8,3,0.7,38.5,0.138,"1",10.1,2588,0.36,0.269,0.378,984,0.804878048780488,"C",1.51854052372181
"338",47,"UTA","Mo Williams",13,818,0.434,0.378,0.871,29.2,13.2,2.8,4.9,40,0.08,"-0.3",10,2590,0.881,0.148,2.26,1066,0.767354596622889,"G",6.29547659332074
"339",49,"IND","James Jones",14,709,0.401,0.401,0.84,15.7,5.2,1.8,0.5,25.2,0.109,"-0.1",5.4,2592,0.319,0.307,0.326,1148,0.617595818815331,"G",2.38154134695403
"340",51,"NJN","Kyle Korver",17,1232,0.442,0.429,0.877,25.3,9.7,3,1.7,73.4,0.113,"0.6",20.7,2594,0.653,0.327,1.047,1394,0.883787661406026,"G",4.46906960298659
"341",1,"ORL","Dwight Howard",18,1242,0.587,0.214,0.567,31.8,15.7,11.8,1.3,141.7,0.172,"1.9",39,2730,0.87,1.794,2.659,1476,0.841463414634146,"C",4.08961236878521
"342",2,"CHA","Emeka Okafor",10,616,0.512,0,0.586,30.9,12,9.7,0.8,45.3,0.114,"-0.6",6.8,2731,0.672,1.628,1.597,820,0.751219512195122,"C",3.21705379512683
"343",3,"CHI","Ben Gordon",11,744,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,"-0.3",8.7,2732,0.683,0.153,2.085,902,0.824833702882483,"G",6.39938809040594
"344",4,"LAC","Shaun Livingston",14,833,0.486,0.178,0.794,20.6,6.3,2.4,3,29.9,0.084,"-1",4.3,2733,0.703,0.373,1.241,1148,0.725609756097561,"G",3.36468281634726
"345",5,"WAS","Devin Harris",15,985,0.432,0.325,0.796,24.3,10.8,2.2,3.9,54.9,0.11,"0.6",15.5,2734,1.013,0.197,1.708,1230,0.800813008130081,"G",5.14341894814675
"346",6,"ATL","Josh Childress",8,391,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,"0.8",7.4,2735,0.867,0.471,1.123,656,0.596036585365854,"F",3.07041790035789
"347",7,"PHO","Luol Deng",15,902,0.456,0.332,0.769,34.3,14.8,6.1,2.3,74,0.115,"0.9",22.9,2736,0.976,0.492,1.618,1230,0.733333333333333,"F",4.8004816397304
